Date,Gold,Silver,Oil
1981-03-30,529.5,12.526,38.0
1981-03-31,514.25,12.33,38.0
1981-04-01,516.75,12.03,38.0
1981-04-02,517.0,12.2,38.0
1981-04-03,523.5,12.18,38.0
1981-04-06,534.25,12.33,38.0
1981-04-07,517.0,11.96,38.0
1981-04-08,508.0,11.96,38.0
1981-04-09,512.0,11.615,38.0
1981-04-10,491.0,11.4,38.0
1981-04-13,475.5,10.95,38.0
1981-04-14,483.0,11.28,38.0
1981-04-15,480.25,11.22,38.0
1981-04-16,481.5,11.11,38.0
1981-04-21,481.0,11.13,38.0
1981-04-22,497.0,11.55,38.0
1981-04-23,490.5,11.35,38.0
1981-04-24,491.75,11.395,38.0
1981-04-27,488.75,11.231,38.0
1981-04-28,484.25,11.179,38.0
1981-04-29,478.5,11.031,38.0
1981-04-30,481.0,11.065,38.0
1981-05-01,484.75,11.13,38.0
1981-05-05,476.75,10.88,38.0
1981-05-06,482.75,10.989,38.0
1981-05-07,479.25,10.91,38.0
1981-05-08,481.75,11.105,38.0
1981-05-11,501.0,11.42,38.0
1981-05-12,487.0,11.1,38.0
1981-05-13,486.5,11.017,38.0
1981-05-14,480.75,10.869,38.0
1981-05-15,482.5,10.905,38.0
1981-05-18,481.75,10.945,38.0
1981-05-19,483.25,10.937,38.0
1981-05-20,478.25,10.95,38.0
1981-05-21,480.0,10.832,38.0
1981-05-22,472.75,10.651,38.0
1981-05-26,468.5,10.335,38.0
1981-05-27,467.75,10.24,38.0
1981-05-28,472.0,10.561,38.0
1981-05-29,478.75,10.585,38.0
1981-06-01,481.25,10.673,36.0
1981-06-02,473.5,10.48,36.0
1981-06-03,474.0,10.499,36.0
1981-06-04,463.75,10.03,36.0
1981-06-05,460.25,9.994,36.0
1981-06-08,460.0,10.101,36.0
1981-06-09,463.0,10.25,36.0
1981-06-10,463.25,10.199,36.0
1981-06-11,464.25,10.15,36.0
1981-06-12,467.0,10.47,36.0
1981-06-15,472.25,10.54,36.0
1981-06-16,466.75,10.15,36.0
1981-06-17,463.25,10.06,36.0
1981-06-18,460.25,9.975,36.0
1981-06-19,457.75,9.91,36.0
1981-06-22,462.0,10.072,36.0
1981-06-23,465.0,10.242,36.0
1981-06-24,462.25,10.11,36.0
1981-06-25,454.5,9.901,36.0
1981-06-26,443.75,9.2,36.0
1981-06-29,431.5,8.586,36.0
1981-06-30,421.5,8.3,36.0
1981-07-01,421.25,8.45,36.0
1981-07-02,410.0,8.311,36.0
1981-07-03,413.75,8.441,36.0
1981-07-06,403.5,8.199,36.0
1981-07-07,403.5,8.473,36.0
1981-07-08,400.0,8.327,36.0
1981-07-09,406.0,8.71,36.0
1981-07-10,415.25,8.92,36.0
1981-07-13,417.75,9.02,36.0
1981-07-14,403.25,8.68,36.0
1981-07-15,408.0,8.68,36.0
1981-07-16,417.25,8.985,36.0
1981-07-17,414.5,8.88,36.0
1981-07-20,414.75,8.875,36.0
1981-07-21,408.0,8.542,36.0
1981-07-22,409.25,8.7,36.0
1981-07-23,410.5,8.615,36.0
1981-07-24,407.5,8.46,36.0
1981-07-27,409.75,8.51,36.0
1981-07-28,403.0,8.345,36.0
1981-07-30,402.25,8.412,36.0
1981-07-31,405.25,8.51,36.0
1981-08-01,,,36.0
1981-08-03,392.5,8.24,36.0
1981-08-04,391.75,8.26,36.0
1981-08-05,392.6,8.28,36.0
1981-08-06,395.0,8.421,36.0
1981-08-07,399.0,8.512,36.0
1981-08-10,393.2,8.345,36.0
1981-08-11,396.5,8.552,36.0
1981-08-12,408.5,8.98,36.0
1981-08-13,407.5,8.91,36.0
1981-08-14,411.5,9.31,36.0
1981-08-17,409.5,8.97,36.0
1981-08-18,422.5,9.425,36.0
1981-08-19,433.5,9.72,36.0
1981-08-20,430.5,9.479,36.0
1981-08-21,428.5,9.485,36.0
1981-08-24,428.5,9.49,36.0
1981-08-25,410.5,8.7,36.0
1981-08-26,413.0,8.82,36.0
1981-08-27,414.75,8.885,36.0
1981-08-28,425.5,9.154,36.0
1981-09-01,422.5,9.15,36.0
1981-09-02,431.5,9.397,36.0
1981-09-03,435.25,9.592,36.0
1981-09-04,440.25,9.95,36.0
1981-09-07,437.25,9.85,36.0
1981-09-08,434.25,10.028,36.0
1981-09-09,436.25,10.19,36.0
1981-09-10,448.0,10.923,36.0
1981-09-11,447.75,10.783,36.0
1981-09-14,456.0,11.243,36.0
1981-09-15,455.25,11.03,36.0
1981-09-16,449.75,10.905,36.0
1981-09-17,456.0,11.05,36.0
1981-09-18,446.75,10.06,36.0
1981-09-21,459.25,10.259,36.0
1981-09-22,460.25,10.32,36.0
1981-09-23,458.0,10.172,36.0
1981-09-24,450.5,9.785,36.0
1981-09-25,451.75,9.54,36.0
1981-09-28,427.5,8.769,36.0
1981-09-29,432.5,9.02,36.0
1981-09-30,426.5,8.95,36.0
1981-10-01,435.25,9.32,35.0
1981-10-02,433.25,9.332,35.0
1981-10-05,440.75,9.445,35.0
1981-10-06,434.95,9.039,35.0
1981-10-07,445.0,9.28,35.0
1981-10-08,441.75,9.23,35.0
1981-10-09,452.25,9.492,35.0
1981-10-12,451.6,9.4825,35.0
1981-10-13,443.9,9.302,35.0
1981-10-14,445.25,9.325,35.0
1981-10-15,446.85,9.691,35.0
1981-10-16,441.25,9.501,35.0
1981-10-19,440.75,9.363,35.0
1981-10-20,437.2,9.23,35.0
1981-10-21,433.3,9.095,35.0
1981-10-22,434.6,9.09,35.0
1981-10-23,433.5,9.08,35.0
1981-10-26,428.0,8.95,35.0
1981-10-27,426.8,8.933,35.0
1981-10-28,431.5,9.151,35.0
1981-10-29,422.25,8.931,35.0
1981-10-30,429.0,9.12,35.0
1981-11-01,,,36.0
1981-11-02,431.0,9.168,36.0
1981-11-03,427.75,9.009,36.0
1981-11-04,431.0,9.148,36.0
1981-11-05,428.9,9.069,36.0
1981-11-06,427.75,9.046,36.0
1981-11-09,430.1,9.111,36.0
1981-11-10,422.75,8.89,36.0
1981-11-11,412.75,8.625,36.0
1981-11-12,412.25,8.578,36.0
1981-11-13,414.0,8.67,36.0
1981-11-16,408.25,8.29,36.0
1981-11-17,395.75,8.04,36.0
1981-11-18,400.75,8.17,36.0
1981-11-19,401.0,8.196,36.0
1981-11-20,401.0,8.19,36.0
1981-11-23,396.0,8.03,36.0
1981-11-24,398.0,8.108,36.0
1981-11-25,406.0,8.17,36.0
1981-11-26,409.75,8.196,36.0
1981-11-27,411.25,8.232,36.0
1981-11-30,415.5,8.266,36.0
1981-12-01,405.0,8.068,35.0
1981-12-02,405.25,8.09,35.0
1981-12-03,419.0,8.487,35.0
1981-12-04,423.5,8.75,35.0
1981-12-07,417.25,8.682,35.0
1981-12-08,417.25,8.78,35.0
1981-12-09,408.25,8.635,35.0
1981-12-10,407.0,8.48,35.0
1981-12-11,409.0,8.503,35.0
1981-12-14,419.25,8.7,35.0
1981-12-15,413.25,8.52,35.0
1981-12-16,418.0,8.6975,35.0
1981-12-17,418.0,8.825,35.0
1981-12-18,415.25,8.77,35.0
1981-12-21,413.75,8.64,35.0
1981-12-22,403.75,8.338,35.0
1981-12-23,402.25,8.3,35.0
1981-12-24,404.0,8.293,35.0
1981-12-29,396.25,8.05,35.0
1981-12-30,397.25,8.052,35.0
1981-12-31,400.0,8.154,35.0
1982-01-01,,,33.85
1982-01-04,399.0,8.062,33.85
1982-01-05,400.75,8.155,33.85
1982-01-06,402.0,8.262,33.85
1982-01-07,396.25,8.105,33.85
1982-01-08,397.75,8.22,33.85
1982-01-11,392.0,8.005,33.85
1982-01-12,389.25,8.085,33.85
1982-01-13,387.0,7.921,33.85
1982-01-14,371.0,7.72,33.85
1982-01-15,377.25,7.922,33.85
1982-01-18,369.75,7.79,33.85
1982-01-19,377.25,7.901,33.85
1982-01-20,371.75,7.816,33.85
1982-01-21,375.25,7.858,33.85
1982-01-22,377.75,7.915,33.85
1982-01-25,373.5,7.728,33.85
1982-01-26,373.5,7.791,33.85
1982-01-27,382.5,8.04,33.85
1982-01-28,381.5,8.018,33.85
1982-01-29,388.25,8.28,33.85
1982-02-01,381.25,8.12,31.56
1982-02-02,376.25,8.05,31.56
1982-02-03,378.75,8.158,31.56
1982-02-04,383.75,8.41,31.56
1982-02-05,384.5,8.516,31.56
1982-02-08,381.5,8.48,31.56
1982-02-09,378.0,8.38,31.56
1982-02-10,382.6,8.66,31.56
1982-02-11,381.5,8.56,31.56
1982-02-12,379.0,8.518,31.56
1982-02-15,375.55,8.513,31.56
1982-02-16,376.25,8.567,31.56
1982-02-17,375.5,8.44,31.56
1982-02-18,367.5,8.253,31.56
1982-02-19,368.75,8.29,31.56
1982-02-22,364.0,8.083,31.56
1982-02-23,360.5,7.84,31.56
1982-02-24,362.75,7.96,31.56
1982-02-25,368.0,8.033,31.56
1982-02-26,363.25,7.84,31.56
1982-03-01,358.75,7.741,28.48
1982-03-02,363.0,7.927,28.48
1982-03-03,357.1,7.78,28.48
1982-03-04,347.0,7.5275,28.48
1982-03-05,340.0,,28.48
1982-03-08,335.5,7.34,28.48
1982-03-09,325.5,7.005,28.48
1982-03-10,332.75,7.205,28.48
1982-03-11,334.0,7.195,28.48
1982-03-12,322.5,7.04,28.48
1982-03-15,314.25,6.96,28.48
1982-03-16,321.0,7.15,28.48
1982-03-17,314.5,7.079,28.48
1982-03-18,322.4,7.13,28.48
1982-03-19,316.25,7.0,28.48
1982-03-22,318.5,7.065,28.48
1982-03-23,327.0,7.211,28.48
1982-03-24,333.0,7.285,28.48
1982-03-25,328.0,7.06,28.48
1982-03-26,322.75,7.059,28.48
1982-03-29,319.5,7.01,28.48
1982-03-30,325.75,7.083,28.48
1982-03-31,320.5,7.06,28.48
1982-04-01,325.5,7.11,33.45
1982-04-02,326.6,7.11,33.45
1982-04-05,336.0,7.28,33.45
1982-04-06,346.25,7.376,33.45
1982-04-07,356.75,7.475,33.45
1982-04-08,352.5,7.41,33.45
1982-04-13,352.5,7.39,33.45
1982-04-14,364.75,7.608,33.45
1982-04-15,362.5,7.485,33.45
1982-04-16,363.75,7.515,33.45
1982-04-19,356.75,7.475,33.45
1982-04-20,345.75,7.191,33.45
1982-04-21,346.6,7.202,33.45
1982-04-22,344.75,7.18,33.45
1982-04-23,346.75,7.205,33.45
1982-04-26,361.0,7.391,33.45
1982-04-27,350.75,7.169,33.45
1982-04-28,358.5,7.212,33.45
1982-04-29,352.0,7.015,33.45
1982-04-30,356.75,7.06,33.45
1982-05-01,,,35.93
1982-05-04,343.5,6.898,35.93
1982-05-05,341.75,6.82,35.93
1982-05-06,335.25,6.8,35.93
1982-05-07,336.25,6.86,35.93
1982-05-10,329.5,6.697,35.93
1982-05-11,330.0,6.676,35.93
1982-05-12,333.5,6.69,35.93
1982-05-13,331.75,6.65,35.93
1982-05-14,331.75,6.65,35.93
1982-05-17,337.25,6.76,35.93
1982-05-18,337.5,6.693,35.93
1982-05-19,342.75,6.76,35.93
1982-05-20,341.5,6.71,35.93
1982-05-21,343.25,6.7,35.93
1982-05-24,331.85,6.568,35.93
1982-05-25,326.0,6.486,35.93
1982-05-26,332.0,6.598,35.93
1982-05-27,324.75,6.395,35.93
1982-05-28,325.5,6.356,35.93
1982-06-01,319.0,6.096,35.07
1982-06-02,316.8,5.97,35.07
1982-06-03,322.0,6.065,35.07
1982-06-04,318.5,5.924,35.07
1982-06-07,322.9,5.92,35.07
1982-06-08,330.9,6.085,35.07
1982-06-09,326.75,5.918,35.07
1982-06-10,329.0,5.882,35.07
1982-06-11,327.0,5.947,35.07
1982-06-14,322.25,5.815,35.07
1982-06-15,315.0,5.51,35.07
1982-06-16,316.65,5.445,35.07
1982-06-17,313.5,5.318,35.07
1982-06-18,307.5,5.14,35.07
1982-06-21,297.0,4.901,35.07
1982-06-22,301.75,5.006,35.07
1982-06-23,300.75,5.045,35.07
1982-06-24,309.75,5.225,35.07
1982-06-25,304.0,5.123,35.07
1982-06-28,303.4,5.1,35.07
1982-06-29,310.75,5.36,35.07
1982-06-30,314.0,5.73,35.07
1982-07-01,311.75,5.712,34.16
1982-07-02,313.0,5.875,34.16
1982-07-05,315.5,5.965,34.16
1982-07-06,313.1,5.86,34.16
1982-07-07,307.4,5.531,34.16
1982-07-08,310.85,5.735,34.16
1982-07-09,322.35,6.237,34.16
1982-07-12,338.5,6.306,34.16
1982-07-13,339.0,6.24,34.16
1982-07-14,353.75,6.62,34.16
1982-07-15,347.75,6.482,34.16
1982-07-16,345.75,6.385,34.16
1982-07-19,350.0,6.552,34.16
1982-07-20,344.25,6.415,34.16
1982-07-21,361.5,7.048,34.16
1982-07-22,358.25,6.965,34.16
1982-07-23,363.75,7.145,34.16
1982-07-26,357.0,7.12,34.16
1982-07-27,351.5,7.21,34.16
1982-07-28,345.75,6.99,34.16
1982-07-29,340.5,6.7,34.16
1982-07-30,342.5,6.635,34.16
1982-08-01,,,33.95
1982-08-02,352.12,6.888,33.95
1982-08-03,355.5,7.085,33.95
1982-08-04,347.6,6.81,33.95
1982-08-05,348.25,6.935,33.95
1982-08-06,346.12,6.82,33.95
1982-08-09,337.75,6.575,33.95
1982-08-10,337.75,6.488,33.95
1982-08-11,332.88,6.24,33.95
1982-08-12,333.25,6.247,33.95
1982-08-13,337.75,6.382,33.95
1982-08-16,337.25,6.28,33.95
1982-08-17,338.0,6.342,33.95
1982-08-18,352.1,6.96,33.95
1982-08-19,356.25,6.962,33.95
1982-08-20,379.0,7.452,33.95
1982-08-23,381.75,7.85,33.95
1982-08-24,411.5,8.153,33.95
1982-08-25,394.5,7.858,33.95
1982-08-26,417.5,8.07,33.95
1982-08-27,425.25,8.25,33.95
1982-08-31,409.6,7.73,33.95
1982-09-01,404.25,7.69,35.63
1982-09-02,408.25,7.74,35.63
1982-09-03,454.75,8.8,35.63
1982-09-06,458.0,9.15,35.63
1982-09-07,488.5,9.453,35.63
1982-09-08,469.0,8.88,35.63
1982-09-09,477.0,9.329,35.63
1982-09-10,448.25,8.752,35.63
1982-09-13,440.0,8.78,35.63
1982-09-14,452.0,8.953,35.63
1982-09-15,444.75,8.877,35.63
1982-09-16,447.25,9.16,35.63
1982-09-17,445.5,8.98,35.63
1982-09-20,426.25,8.68,35.63
1982-09-21,426.5,8.713,35.63
1982-09-22,441.5,9.101,35.63
1982-09-23,437.25,8.89,35.63
1982-09-24,438.5,8.911,35.63
1982-09-27,414.25,8.485,35.63
1982-09-28,409.65,8.2625,35.63
1982-09-29,413.15,8.44,35.63
1982-09-30,394.75,8.193,35.63
1982-10-01,397.75,8.232,35.68
1982-10-04,392.75,8.128,35.68
1982-10-05,387.25,7.975,35.68
1982-10-06,402.5,8.224,35.68
1982-10-07,417.25,8.468,35.68
1982-10-08,438.0,8.905,35.68
1982-10-11,432.75,9.1,35.68
1982-10-12,442.25,9.44,35.68
1982-10-13,429.5,9.365,35.68
1982-10-14,448.0,9.802,35.68
1982-10-15,437.25,9.73,35.68
1982-10-18,426.5,9.582,35.68
1982-10-19,439.0,10.24,35.68
1982-10-20,429.75,9.915,35.68
1982-10-21,432.25,10.463,35.68
1982-10-22,426.25,10.26,35.68
1982-10-25,420.5,10.072,35.68
1982-10-26,416.5,9.95,35.68
1982-10-27,422.25,9.9,35.68
1982-10-28,418.25,9.76,35.68
1982-10-29,422.0,9.87,35.68
1982-11-01,426.75,10.18,34.15
1982-11-02,431.5,10.35,34.15
1982-11-03,433.5,10.45,34.15
1982-11-04,426.0,10.58,34.15
1982-11-05,423.0,10.582,34.15
1982-11-08,411.0,10.225,34.15
1982-11-09,410.0,10.142,34.15
1982-11-10,412.0,10.175,34.15
1982-11-11,408.0,9.76,34.15
1982-11-12,400.0,9.37,34.15
1982-11-15,404.5,9.351,34.15
1982-11-16,404.0,9.48,34.15
1982-11-17,412.6,9.73,34.15
1982-11-18,409.25,9.588,34.15
1982-11-19,417.0,9.83,34.15
1982-11-22,413.4,9.63,34.15
1982-11-23,404.75,9.3,34.15
1982-11-24,404.5,9.014,34.15
1982-11-25,410.25,9.23,34.15
1982-11-26,413.75,9.217,34.15
1982-11-29,428.5,9.532,34.15
1982-11-30,428.25,9.54,34.15
1982-12-01,440.0,10.14,31.72
1982-12-02,435.75,10.131,31.72
1982-12-03,440.75,10.425,31.72
1982-12-06,443.0,10.365,31.72
1982-12-07,458.15,11.06,31.72
1982-12-08,449.25,10.782,31.72
1982-12-09,442.5,10.452,31.72
1982-12-10,439.0,10.435,31.72
1982-12-13,438.75,10.3,31.72
1982-12-14,449.25,10.822,31.72
1982-12-15,435.25,10.318,31.72
1982-12-16,441.5,10.5,31.72
1982-12-17,440.5,10.3,31.72
1982-12-20,440.75,10.376,31.72
1982-12-21,441.75,10.49,31.72
1982-12-22,448.15,10.71,31.72
1982-12-23,445.5,10.628,31.72
1982-12-24,448.5,10.75,31.72
1982-12-29,456.75,11.11,31.72
1982-12-30,457.25,11.055,31.72
1982-12-31,448.0,10.87,31.72
1983-01-01,,,31.19
1983-01-04,452.75,11.065,31.19
1983-01-05,454.75,11.099,31.19
1983-01-06,458.0,11.291,31.19
1983-01-07,454.0,11.23,31.19
1983-01-10,474.0,12.02,31.19
1983-01-11,490.5,12.222,31.19
1983-01-12,483.0,12.095,31.19
1983-01-13,491.0,12.435,31.19
1983-01-14,483.75,12.3,31.19
1983-01-17,494.5,12.973,31.19
1983-01-18,487.0,12.69,31.19
1983-01-19,497.75,13.108,31.19
1983-01-20,487.5,12.798,31.19
1983-01-21,490.25,12.83,31.19
1983-01-24,475.75,12.2,31.19
1983-01-25,485.0,12.773,31.19
1983-01-26,488.25,12.99,31.19
1983-01-27,493.5,13.172,31.19
1983-01-28,492.5,13.35,31.19
1983-01-31,503.0,13.82,31.19
1983-02-01,508.5,14.302,28.95
1983-02-02,498.25,13.715,28.95
1983-02-03,506.0,14.36,28.95
1983-02-04,501.0,14.152,28.95
1983-02-05,,7.54,28.95
1983-02-07,489.0,13.69,28.95
1983-02-08,496.5,14.1,28.95
1983-02-09,492.25,13.83,28.95
1983-02-10,494.75,13.9,28.95
1983-02-11,506.0,14.262,28.95
1983-02-14,500.5,14.172,28.95
1983-02-15,511.5,14.668,28.95
1983-02-16,506.75,14.602,28.95
1983-02-17,506.0,14.663,28.95
1983-02-18,502.25,14.45,28.95
1983-02-21,503.75,14.46,28.95
1983-02-22,503.25,14.407,28.95
1983-02-23,479.25,13.305,28.95
1983-02-24,473.75,13.535,28.95
1983-02-25,470.75,13.255,28.95
1983-02-28,419.75,11.7,28.95
1983-03-01,414.5,10.68,28.82
1983-03-02,431.0,10.997,28.82
1983-03-03,431.75,10.942,28.82
1983-03-04,415.5,10.596,28.82
1983-03-07,421.25,10.478,28.82
1983-03-08,422.25,10.598,28.82
1983-03-09,424.25,10.6,28.82
1983-03-10,433.0,10.98,28.82
1983-03-11,424.0,10.87,28.82
1983-03-14,431.75,10.943,28.82
1983-03-15,436.5,11.25,28.82
1983-03-16,424.0,10.83,28.82
1983-03-17,416.75,10.642,28.82
1983-03-18,419.75,10.615,28.82
1983-03-21,414.5,10.24,28.82
1983-03-22,420.75,10.6,28.82
1983-03-23,413.0,10.235,28.82
1983-03-24,415.0,10.575,28.82
1983-03-25,411.25,10.39,28.82
1983-03-28,412.0,10.312,28.82
1983-03-29,412.0,10.375,28.82
1983-03-30,417.25,10.652,28.82
1983-03-31,414.25,10.5,28.82
1983-04-01,,,30.61
1983-04-05,425.75,10.975,30.61
1983-04-06,428.5,11.18,30.61
1983-04-07,426.5,11.142,30.61
1983-04-08,423.0,11.02,30.61
1983-04-11,427.75,11.111,30.61
1983-04-12,433.25,11.35,30.61
1983-04-13,428.75,11.221,30.61
1983-04-14,436.25,11.638,30.61
1983-04-15,435.75,11.748,30.61
1983-04-18,443.0,12.295,30.61
1983-04-19,441.5,12.264,30.61
1983-04-20,434.0,11.91,30.61
1983-04-21,440.5,12.422,30.61
1983-04-22,436.25,12.019,30.61
1983-04-25,442.25,12.272,30.61
1983-04-26,435.25,12.198,30.61
1983-04-27,436.5,12.31,30.61
1983-04-28,427.0,11.805,30.61
1983-04-29,428.5,11.957,30.61
1983-05-01,,,30.0
1983-05-03,431.0,12.117,30.0
1983-05-04,434.5,12.348,30.0
1983-05-05,435.0,12.442,30.0
1983-05-06,431.5,12.402,30.0
1983-05-09,435.0,12.61,30.0
1983-05-10,439.25,12.883,30.0
1983-05-11,443.25,13.165,30.0
1983-05-12,438.25,12.9,30.0
1983-05-13,438.0,12.9,30.0
1983-05-16,438.5,12.966,30.0
1983-05-17,437.5,12.964,30.0
1983-05-18,442.15,13.36,30.0
1983-05-19,440.0,13.41,30.0
1983-05-20,439.0,13.29,30.0
1983-05-23,433.0,12.729,30.0
1983-05-24,437.25,13.24,30.0
1983-05-25,437.6,13.275,30.0
1983-05-26,441.25,13.352,30.0
1983-05-27,436.85,13.225,30.0
1983-05-31,439.0,13.545,30.0
1983-06-01,416.25,12.745,31.0
1983-06-02,411.5,12.25,31.0
1983-06-03,413.25,12.195,31.0
1983-06-06,408.75,11.725,31.0
1983-06-07,403.15,11.09,31.0
1983-06-08,402.25,11.1,31.0
1983-06-09,405.75,11.25,31.0
1983-06-10,413.25,11.733,31.0
1983-06-13,412.0,11.728,31.0
1983-06-14,412.35,11.712,31.0
1983-06-15,407.5,11.398,31.0
1983-06-16,410.75,11.55,31.0
1983-06-17,416.5,11.72,31.0
1983-06-20,411.25,11.56,31.0
1983-06-21,415.25,11.74,31.0
1983-06-22,421.25,12.157,31.0
1983-06-23,418.5,12.1,31.0
1983-06-24,420.75,12.305,31.0
1983-06-27,423.25,12.262,31.0
1983-06-28,413.75,11.588,31.0
1983-06-29,415.25,11.63,31.0
1983-06-30,416.75,11.598,31.0
1983-07-01,416.75,11.565,31.66
1983-07-04,416.0,11.645,31.66
1983-07-05,413.75,11.48,31.66
1983-07-06,412.25,11.42,31.66
1983-07-07,414.25,11.61,31.66
1983-07-08,422.75,12.033,31.66
1983-07-11,426.15,12.08,31.66
1983-07-12,430.5,12.382,31.66
1983-07-13,426.5,12.15,31.66
1983-07-14,424.4,12.19,31.66
1983-07-15,421.75,11.968,31.66
1983-07-18,423.25,11.95,31.66
1983-07-19,424.25,12.133,31.66
1983-07-20,426.0,12.258,31.66
1983-07-21,429.25,12.547,31.66
1983-07-22,424.25,12.28,31.66
1983-07-25,423.25,12.105,31.66
1983-07-26,426.25,12.431,31.66
1983-07-27,425.75,12.36,31.66
1983-07-28,426.0,12.35,31.66
1983-07-29,422.25,12.145,31.66
1983-08-01,413.25,11.805,31.91
1983-08-02,413.75,11.87,31.91
1983-08-03,412.75,11.845,31.91
1983-08-04,413.25,11.93,31.91
1983-08-05,409.0,11.585,31.91
1983-08-08,410.5,11.575,31.91
1983-08-09,412.0,11.623,31.91
1983-08-10,408.0,11.48,31.91
1983-08-11,411.15,11.63,31.91
1983-08-12,411.6,11.724,31.91
1983-08-15,415.3,12.005,31.91
1983-08-16,419.75,12.42,31.91
1983-08-17,420.25,12.48,31.91
1983-08-18,421.0,12.447,31.91
1983-08-19,419.1,12.222,31.91
1983-08-22,421.25,12.38,31.91
1983-08-23,425.75,12.767,31.91
1983-08-24,423.75,12.525,31.91
1983-08-25,422.5,12.507,31.91
1983-08-26,419.25,12.21,31.91
1983-08-30,418.85,12.268,31.91
1983-08-31,414.5,11.99,31.91
1983-09-01,415.8,12.16,31.11
1983-09-02,418.3,12.19,31.11
1983-09-05,420.0,12.34,31.11
1983-09-06,418.25,12.38,31.11
1983-09-07,413.0,12.148,31.11
1983-09-08,414.5,12.175,31.11
1983-09-09,414.5,12.245,31.11
1983-09-12,416.9,12.27,31.11
1983-09-13,406.75,11.85,31.11
1983-09-14,406.15,11.745,31.11
1983-09-15,403.75,11.63,31.11
1983-09-16,405.25,11.682,31.11
1983-09-19,410.25,11.941,31.11
1983-09-20,413.0,11.875,31.11
1983-09-21,412.0,11.877,31.11
1983-09-22,410.5,11.785,31.11
1983-09-23,413.25,11.94,31.11
1983-09-26,416.25,12.075,31.11
1983-09-27,413.5,11.875,31.11
1983-09-28,414.0,11.905,31.11
1983-09-29,409.5,11.712,31.11
1983-09-30,404.0,11.24,31.11
1983-10-01,,,30.41
1983-10-03,393.5,10.4,30.41
1983-10-04,392.75,10.422,30.41
1983-10-05,388.75,9.74,30.41
1983-10-06,397.25,10.35,30.41
1983-10-07,395.7,10.323,30.41
1983-10-10,399.25,10.434,30.41
1983-10-11,400.5,10.562,30.41
1983-10-12,395.75,10.202,30.41
1983-10-13,397.5,10.253,30.41
1983-10-14,400.75,10.432,30.41
1983-10-17,400.5,10.4,30.41
1983-10-18,396.75,10.115,30.41
1983-10-19,393.6,9.9,30.41
1983-10-20,390.0,9.51,30.41
1983-10-21,393.6,9.527,30.41
1983-10-24,396.25,9.62,30.41
1983-10-25,396.25,9.58,30.41
1983-10-26,395.25,9.482,30.41
1983-10-27,384.5,8.588,30.41
1983-10-28,387.25,9.002,30.41
1983-10-31,383.5,8.74,30.41
1983-11-01,376.0,8.37,29.84
1983-11-02,381.5,8.76,29.84
1983-11-03,381.75,8.695,29.84
1983-11-04,382.5,8.905,29.84
1983-11-07,377.0,8.82,29.84
1983-11-08,382.15,9.033,29.84
1983-11-09,380.5,8.945,29.84
1983-11-10,382.0,9.01,29.84
1983-11-11,381.15,8.915,29.84
1983-11-14,382.6,8.955,29.84
1983-11-15,383.25,9.063,29.84
1983-11-16,383.0,9.04,29.84
1983-11-17,376.5,8.585,29.84
1983-11-18,376.25,8.61,29.84
1983-11-21,374.75,8.39,29.84
1983-11-22,375.8,8.612,29.84
1983-11-23,375.75,8.552,29.84
1983-11-24,375.75,8.475,29.84
1983-11-25,375.9,8.555,29.84
1983-11-28,381.25,8.71,29.84
1983-11-29,391.25,9.02,29.84
1983-11-30,405.75,9.81,29.84
1983-12-01,398.5,9.58,29.24
1983-12-02,403.5,9.732,29.24
1983-12-05,402.4,9.668,29.24
1983-12-06,398.0,9.502,29.24
1983-12-07,399.75,9.566,29.24
1983-12-08,402.0,9.811,29.24
1983-12-09,388.5,9.25,29.24
1983-12-12,390.9,9.47,29.24
1983-12-13,389.75,9.38,29.24
1983-12-14,390.0,9.3325,29.24
1983-12-15,388.6,9.28,29.24
1983-12-16,381.0,8.848,29.24
1983-12-19,376.65,8.643,29.24
1983-12-20,375.4,8.645,29.24
1983-12-21,378.25,8.785,29.24
1983-12-22,378.9,8.743,29.24
1983-12-23,379.5,8.835,29.24
1983-12-28,379.1,8.792,29.24
1983-12-29,379.0,8.805,29.24
1983-12-30,381.5,8.91,29.24
1984-01-01,,,29.69
1984-01-03,384.0,8.96,29.69
1984-01-04,376.5,8.48,29.69
1984-01-05,376.5,8.436,29.69
1984-01-06,374.4,8.413,29.69
1984-01-09,364.25,7.9,29.69
1984-01-10,367.5,8.11,29.69
1984-01-11,369.0,8.02,29.69
1984-01-12,371.25,7.97,29.69
1984-01-13,370.0,8.09,29.69
1984-01-16,370.25,8.057,29.69
1984-01-17,368.75,8.017,29.69
1984-01-18,368.25,8.013,29.69
1984-01-19,373.0,8.244,29.69
1984-01-20,372.75,8.295,29.69
1984-01-23,371.25,8.258,29.69
1984-01-24,365.2,7.977,29.69
1984-01-25,366.38,8.079,29.69
1984-01-26,368.4,8.132,29.69
1984-01-27,366.65,8.125,29.69
1984-01-30,369.25,8.285,29.69
1984-01-31,371.9,8.43,29.69
1984-02-01,377.25,8.702,30.145
1984-02-02,382.75,8.83,30.145
1984-02-03,386.25,8.87,30.145
1984-02-06,380.4,8.732,30.145
1984-02-07,379.25,8.635,30.145
1984-02-08,384.95,9.033,30.145
1984-02-09,383.8,9.05,30.145
1984-02-10,380.9,8.732,30.145
1984-02-13,377.5,8.702,30.145
1984-02-14,374.95,8.645,30.145
1984-02-15,382.5,9.007,30.145
